,perp_sex,latitude,arrest_precinct,age_group,law_code,arrest_boro,longitude,ofns_desc,perp_race,law_cat_cd,geometry,arrest_zipcode,ofns_cat,near_school,severe,Zipcode,Zip Radius,Population,Population Density,Land Area,Water Area,Zip Home Value,Zip Income
15524,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15525,M,40.766501,18,18-24,PL 1552500,M,-73.982362,PETIT LARCENY,WHITE HISPANIC,M,POINT (989135.8007381248 218534.23159156012),10020,Larceny,False,False,10020,0.22727272727272727,,,,,,
15526,F,40.701116,103,45-64,PL 1211200,Q,-73.811346,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1036559.2212060702 194768.25892537314),11435,Assault,False,True,11435,2.0,53687.0,35447.0,1.51,0.0,338100.0,53041.0
15527,M,40.8449018,48,45-64,PL 1702000,B,-73.8900961,OFFENSES INVOLVING FRAUD,BLACK,M,POINT (1014658.0001663857 247116.9964847865),10457,Fraud,True,False,10457,1.0,70496.0,66425.0,1.06,0.0,397500.0,24949.0
15528,M,40.632233,70,25-44,PL 265031B,K,-73.947621,DANGEROUS WEAPONS,BLACK,F,POINT (998788.4547289851 169620.25374525672),11210,Weapons,False,True,11210,1.0,62008.0,37785.0,1.64,0.0,485500.0,55429.0
15529,F,40.6925184,102,25-44,PL 2200300,Q,-73.85909724,DANGEROUS DRUGS,WHITE,M,POINT (1023324.0015714801 191610.99672051115),11421,Drugs,False,False,11421,1.0,39127.0,30376.0,1.29,0.0,414700.0,60897.0
15530,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15531,M,40.78782039,109,45-64,PL 1552500,Q,-73.83916388,PETIT LARCENY,WHITE,M,POINT (1028788.0004641726 226341.99929218972),11356,Larceny,False,False,11356,1.0,23438.0,14915.0,1.57,0.0,562900.0,58465.0
15532,F,40.838937,42,25-44,PL 1200502,B,-73.900641,FELONY ASSAULT,BLACK,F,POINT (1011742.9237832762 244940.31274508496),10457,Assault,True,True,10457,1.0,70496.0,66425.0,1.06,0.0,397500.0,24949.0
15533,M,40.86187115,52,18-24,PL 2650101,B,-73.89177083,DANGEROUS WEAPONS,WHITE HISPANIC,M,POINT (1014187.0005451078 253298.99748592757),10458,Weapons,True,False,10458,2.0,79492.0,78784.0,1.01,0.0,330300.0,24618.0
15534,F,40.785146,109,25-44,PL 1552500,Q,-73.845769,PETIT LARCENY,WHITE,M,POINT (1026960.658426704 225364.33971981742),11356,Larceny,False,False,11356,1.0,23438.0,14915.0,1.57,0.0,562900.0,58465.0
15535,F,40.800896,25,<18,PL 1200001,M,-73.941011,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1000581.7631287137 231070.50816667182),10026,Assault,False,False,10026,0.6818181818181818,34003.0,102315.0,0.33,0.0,602400.0,43107.0
15536,M,40.70887285,107,18-24,PL 1553502,Q,-73.81870464,GRAND LARCENY,BLACK,F,POINT (1034513.0011921271 197589.9972782232),11415,Larceny,False,True,11415,0.9659090909090909,19341.0,34042.0,0.57,0.0,289800.0,63549.0
15537,M,40.829911,42,<18,PL 1200001,B,-73.893597,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1013696.0126045936 241654.09837052782),10459,Assault,False,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
15538,M,40.753005,17,25-44,PL 1200001,M,-73.972817,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (991781.3319579663 213617.87372819355),10017,Assault,False,False,10017,0.6818181818181818,16575.0,51775.0,0.32,0.0,637100.0,100652.0
15539,M,40.868898,52,25-44,PL 1200001,B,-73.896299,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1012931.4445322376 255857.63592009855),10468,Assault,True,False,10468,1.0,76103.0,70778.0,1.08,0.02,171200.0,33776.0
15540,F,40.656898,75,25-44,VTL0512000,K,-73.88509,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (1016132.9303650088 178622.9524706494),11239,Motor Vehicle,False,False,11239,1.0,13393.0,23470.0,0.57,0.01,354600.0,26275.0
15541,M,40.823378,43,18-24,PL 1600500,B,-73.870168,ROBBERY,BLACK,F,POINT (1020183.2877802552 239282.63311857087),10472,Robbery,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
15542,F,40.671404,75,18-24,PL 1402501,K,-73.881509,BURGLARY,WHITE HISPANIC,F,POINT (1017119.3652486769 183909.21526397995),11207,Burglary,False,True,11207,2.0,93386.0,34965.0,2.67,0.0,403800.0,32945.0
15543,M,40.753455,14,25-44,PL 1402000,M,-73.994398,BURGLARY,WHITE HISPANIC,F,POINT (985802.0817152901 213780.70437613162),10098,Burglary,False,True,10098,,,,,,,
15544,M,40.833951,43,18-24,PL 1201001,B,-73.87608,FELONY ASSAULT,BLACK HISPANIC,F,POINT (1018541.5895535935 243132.3909286062),10472,Assault,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
15545,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15546,M,40.5772,60,45-64,PL 1200504,K,-73.990289,FELONY ASSAULT,WHITE,F,POINT (986947.6339061066 149566.11478017629),11224,Assault,False,True,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
15547,M,40.881284,50,25-44,PL 1200800,B,-73.905142,FELONY ASSAULT,WHITE,F,POINT (1010480.7770159687 260367.57186405236),10463,Assault,True,True,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
15548,M,40.747586,14,45-64,PL 1552500,M,-73.989392,PETIT LARCENY,WHITE HISPANIC,M,POINT (987189.2955029878 211642.56679278522),10098,Larceny,True,False,10098,,,,,,,
15549,M,40.86937,52,25-44,PL 215510B,B,-73.880047,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1017426.1566814876 256035.34214731763),10467,Miscellaneous,True,True,10467,2.0,97060.0,41649.0,2.33,0.0,369500.0,36048.0
15550,M,40.713438,90,25-44,PL 1211100,K,-73.928692,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1004018.3536390237 199209.25239690367),11237,Assault,False,False,11237,1.0,49896.0,50927.0,0.98,0.02,464500.0,40372.0
15551,F,40.691788,79,25-44,PL 1200001,K,-73.941243,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1000544.195220501 191318.9294621805),11206,Assault,True,False,11206,1.0,81677.0,56939.0,1.43,0.0,533400.0,28559.0
15552,M,40.7072398161698,103,18-24,PL 1302503,Q,-73.7927267255908,RAPE,BLACK,F,POINT (1041716.610194652 197011.0095207415),11433,Sex Crimes,False,True,11433,1.0,32687.0,21062.0,1.55,0.0,379700.0,42887.0
15553,M,40.761004,109,25-44,PL 1200001,Q,-73.819818,ASSAULT 3 & RELATED OFFENSES,ASIAN / PACIFIC ISLANDER,M,POINT (1034165.2621369725 216582.3378090074),11355,Assault,False,False,11355,1.0,85871.0,49492.0,1.74,0.0,507500.0,41884.0
15554,M,40.87739338,47,25-44,PL 1701004,B,-73.86649088,FORGERY,BLACK,F,POINT (1021171.0000389095 258963.99736558754),10467,Miscellaneous,False,True,10467,2.0,97060.0,41649.0,2.33,0.0,369500.0,36048.0
15555,M,40.62456172,121,25-44,VTL0392AFE,S,-74.15877479,NYS LAWS-UNCLASSIFIED FELONY,BLACK,F,POINT (940175.0021439703 166860.99933365826),10303,Miscellaneous,False,True,10303,2.0,26337.0,8395.0,3.14,0.03,325100.0,51537.0
15556,M,40.70668662,107,18-24,PL 1554001,Q,-73.80934728,GRAND LARCENY,BLACK,F,POINT (1037109.0001295473 196798.99754194473),11435,Larceny,False,True,11435,2.0,53687.0,35447.0,1.51,0.0,338100.0,53041.0
15557,M,40.729059,107,18-24,PL 1200501,Q,-73.811018,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1036628.2042510248 204948.91733159256),11367,Assault,False,True,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
15558,F,40.742188,17,18-24,PL 1553001,M,-73.974679,GRAND LARCENY,BLACK,F,POINT (991266.5847556223 209676.73907160547),10010,Larceny,False,True,10010,1.0,31834.0,81487.0,0.39,0.0,746200.0,97955.0
15559,M,40.798152,25,25-44,PL 1701002,M,-73.938401,FORGERY,WHITE HISPANIC,F,POINT (1001305.0736676857 230071.2707180516),10035,Miscellaneous,False,True,10035,1.0,33969.0,24329.0,1.4,0.0,445900.0,24533.0
15560,M,40.86607022,52,25-44,PL 2200300,B,-73.89438159,DANGEROUS DRUGS,WHITE,M,POINT (1013463.0004691924 254827.99940041447),10468,Drugs,True,False,10468,1.0,76103.0,70778.0,1.08,0.02,171200.0,33776.0
15561,M,40.689246,102,18-24,PL 1202000,Q,-73.824471,OFFENSES AGAINST THE PERSON,ASIAN / PACIFIC ISLANDER,M,POINT (1032928.6448204517 190436.11122010637),11419,,False,False,11419,1.0,47211.0,41805.0,1.13,0.0,442900.0,56735.0
15562,M,40.671404,75,45-64,PL 1601002,K,-73.881509,ROBBERY,BLACK,F,POINT (1017119.3652486769 183909.21526397995),11207,Robbery,False,True,11207,2.0,93386.0,34965.0,2.67,0.0,403800.0,32945.0
15563,M,40.637378,70,25-44,PL 1200001,K,-73.949109,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (998374.3525350943 171494.47201479744),11203,Assault,True,False,11203,1.0,76174.0,35502.0,2.15,0.0,426100.0,48400.0
15564,M,40.69537665,79,25-44,PL 2200300,K,-73.94920664,DANGEROUS DRUGS,BLACK HISPANIC,M,POINT (998335.0008367529 192624.99914160813),11206,Drugs,False,False,11206,1.0,81677.0,56939.0,1.43,0.0,533400.0,28559.0
15565,F,40.575561,60,18-24,PL 1654501,K,-73.980931,POSSESSION OF STOLEN PROPERTY,BLACK,F,POINT (989547.3373467042 148969.41348095567),11224,Miscellaneous,False,True,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
15566,F,40.592114,100,45-64,PL 12005A3,Q,-73.795069,FELONY ASSAULT,WHITE,F,POINT (1041165.3401861314 155066.08542948394),11692,Assault,False,True,11692,1.0,18540.0,18566.0,1.0,0.07,355800.0,43354.0
15567,M,40.706283,90,18-24,CPL5700600,K,-73.950348,(null),BLACK,,POINT (998016.2494256623 196598.32512343748),11211,,False,False,11211,2.0,90117.0,39209.0,2.3,0.07,655500.0,46848.0
15568,M,40.75425,109,25-44,PL 215510B,Q,-73.822235,MISCELLANEOUS PENAL LAW,WHITE HISPANIC,F,POINT (1033500.6826392658 214120.27234839767),11355,Miscellaneous,False,True,11355,1.0,85871.0,49492.0,1.74,0.0,507500.0,41884.0
15569,F,40.581215,60,25-44,PL 1200502,K,-73.958902,FELONY ASSAULT,WHITE HISPANIC,F,POINT (995665.9911354388 151031.40774566613),11235,Assault,False,True,11235,1.0,79132.0,35237.0,2.25,0.19,531000.0,41639.0
15570,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15571,M,40.82710268,30,18-24,PL 2201601,M,-73.94995522,DANGEROUS DRUGS,BLACK HISPANIC,F,POINT (998100.0014305663 240616.9969227327),10031,Drugs,False,True,10031,0.8522727272727273,56438.0,86722.0,0.65,0.0,369800.0,37655.0
15572,M,40.674593,77,18-24,PL 160102A,K,-73.930572,ROBBERY,BLACK,F,POINT (1003508.3878462458 185056.45996798883),11213,Robbery,False,True,11213,0.8522727272727273,63767.0,58448.0,1.09,0.0,582300.0,34794.0
15573,F,40.691788,79,45-64,VTL06000AA,K,-73.941243,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (1000544.195220501 191318.9294621805),11206,Motor Vehicle,True,False,11206,1.0,81677.0,56939.0,1.43,0.0,533400.0,28559.0
15574,F,40.764686,114,25-44,PL 1552500,Q,-73.914346,PETIT LARCENY,WHITE,M,POINT (1007977.1639192172 217884.0756366536),11103,Larceny,False,False,11103,0.8522727272727273,38780.0,54537.0,0.71,0.0,648900.0,55129.0
15575,M,40.766896,19,25-44,PL 1552500,M,-73.96373,PETIT LARCENY,BLACK HISPANIC,M,POINT (994296.8838817814 218679.73125813444),10021,Larceny,False,False,10021,0.9090909090909091,43631.0,112711.0,0.39,0.0,1000001.0,107907.0
15576,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15577,M,40.69027697,75,18-24,PL 1200800,K,-73.87172995,FELONY ASSAULT,WHITE,F,POINT (1019822.0001171762 190788.99648337258),11421,Assault,False,True,11421,1.0,39127.0,30376.0,1.29,0.0,414700.0,60897.0
15578,F,40.574091,122,25-44,PL 1553001,S,-74.106113,GRAND LARCENY,BLACK,F,POINT (954771.3385054768 148451.13434690287),10306,Larceny,False,True,10306,3.0,55909.0,7481.0,7.47,0.06,450200.0,75807.0
15579,M,40.641851,66,25-44,PL 1200001,K,-73.98681,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (987910.5240989109 173120.27992526846),11218,Assault,False,False,11218,2.0,75220.0,52664.0,1.43,0.0,546300.0,52445.0
15580,M,40.720528,1,25-44,PL 1552500,M,-74.007582,PETIT LARCENY,BLACK HISPANIC,M,POINT (982148.3041098982 201784.40079175794),10013,Larceny,False,False,10013,1.0,27700.0,50154.0,0.55,0.0,1000001.0,83725.0
15581,F,40.83037245,30,25-44,VTL11920U2,M,-73.94014206,INTOXICATED & IMPAIRED DRIVING,BLACK,M,POINT (1000815.0003101694 241809.99745102102),10039,,False,False,10039,1.0,24527.0,52965.0,0.46,0.0,352300.0,33595.0
15582,M,40.629229,68,25-44,PL 215510B,K,-74.010019,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (981468.9743419046 168521.62852405905),11219,Miscellaneous,False,True,11219,1.0,92221.0,62225.0,1.48,0.0,726700.0,34316.0
15583,M,40.75425,109,25-44,PL 21551B5,Q,-73.822235,MISCELLANEOUS PENAL LAW,WHITE HISPANIC,F,POINT (1033500.6826392658 214120.27234839767),11355,Miscellaneous,False,True,11355,1.0,85871.0,49492.0,1.74,0.0,507500.0,41884.0
15584,M,40.862158,52,25-44,PL 1552500,B,-73.890743,PETIT LARCENY,WHITE HISPANIC,M,POINT (1014471.1755365428 253403.86091589544),10458,Larceny,True,False,10458,2.0,79492.0,78784.0,1.01,0.0,330300.0,24618.0
15585,M,40.753455,14,25-44,PL 1553501,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15586,M,40.574619,60,25-44,PL 140100E,K,-73.99197,CRIMINAL TRESPASS,BLACK,M,POINT (986480.7524825399 148625.74521230842),11224,,True,False,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
15587,M,40.695773,103,45-64,PL 1701001,Q,-73.790667,FORGERY,BLACK,F,POINT (1042297.6525135059 192834.67644949834),11433,Miscellaneous,False,True,11433,1.0,32687.0,21062.0,1.55,0.0,379700.0,42887.0
15588,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15589,M,40.753455,14,45-64,PL 1201500,M,-73.994398,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (985802.0817152901 213780.70437613162),10098,Assault,False,False,10098,,,,,,,
15590,M,40.5901644,100,25-44,PL 215510B,Q,-73.79785941,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1040392.0020664241 154353.99800860585),11692,Miscellaneous,False,True,11692,1.0,18540.0,18566.0,1.0,0.07,355800.0,43354.0
15591,M,40.6799807384666,113,18-24,PL 1655000,Q,-73.7762339071953,POSSESSION OF STOLEN PROPERTY,BLACK,F,POINT (1046314.6113858065 187091.00752817767),11434,Miscellaneous,False,True,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
15592,M,40.789341,23,18-24,PL 1200502,M,-73.947351,FELONY ASSAULT,BLACK,F,POINT (998828.9938704524 226859.50310659627),10029,Assault,False,True,10029,1.0,76003.0,92116.0,0.83,0.0,787000.0,31888.0
15593,M,40.82018895,41,25-44,PL 1651503,B,-73.89067524,OTHER OFFENSES RELATED TO THEF,BLACK,M,POINT (1014509.0020007852 238112.99958438068),10459,,False,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
15594,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15595,F,40.76539,18,25-44,PL 1200800,M,-73.985702,FELONY ASSAULT,ASIAN / PACIFIC ISLANDER,F,POINT (988210.6726635705 218129.28891223154),10019,Assault,False,True,10019,0.9090909090909091,42870.0,63042.0,0.68,0.0,808600.0,84424.0
15596,M,40.753455,14,25-44,PL 140200H,M,-73.994398,BURGLARY,WHITE HISPANIC,F,POINT (985802.0817152901 213780.70437613162),10098,Burglary,False,True,10098,,,,,,,
15597,M,40.692198,81,18-24,PL 265031B,K,-73.927912,DANGEROUS WEAPONS,BLACK,F,POINT (1004240.9572931922 191471.06549322832),11221,Weapons,False,True,11221,1.0,78895.0,57033.0,1.38,0.0,543800.0,39178.0
15598,M,40.82590472,30,18-24,PL 2200300,M,-73.94711609,DANGEROUS DRUGS,BLACK HISPANIC,M,POINT (998886.0002228239 240180.9980314769),10031,Drugs,True,False,10031,0.8522727272727273,56438.0,86722.0,0.65,0.0,369800.0,37655.0
15599,M,40.629458,63,18-24,PL 1402000,K,-73.926051,BURGLARY,BLACK,F,POINT (1004776.3336417209 168613.56439811186),11203,Burglary,False,True,11203,1.0,76174.0,35502.0,2.15,0.0,426100.0,48400.0
15600,M,40.748688,115,45-64,PL 1552500,Q,-73.884123,PETIT LARCENY,WHITE,M,POINT (1016356.9958959941 212065.11900254997),11372,Larceny,False,False,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
15601,M,40.7535327012632,14,25-44,PL 2053000,M,-73.9945368920152,OFFENSES AGAINST PUBLIC ADMINI,WHITE HISPANIC,M,POINT (985763.5987364562 213809.01103318334),10098,Miscellaneous,False,False,10098,,,,,,,
15602,M,40.835104,43,18-24,PL 1654501,B,-73.874985,POSSESSION OF STOLEN PROPERTY,WHITE HISPANIC,F,POINT (1018844.0021792204 243552.9016475575),10460,Miscellaneous,False,True,10460,1.0,57311.0,43567.0,1.32,0.0,391700.0,22307.0
15603,M,40.759537,114,25-44,PL 1456002,Q,-73.920198,CRIMINAL MISCHIEF & RELATED OF,ASIAN / PACIFIC ISLANDER,M,POINT (1006357.8006682001 216006.59557696874),11106,,False,False,11106,1.0,38875.0,45359.0,0.86,0.01,433600.0,48720.0
15604,M,40.664154,71,45-64,PL 1553001,K,-73.946814,GRAND LARCENY,BLACK,F,POINT (999005.3866224199 181250.08376903494),11225,Larceny,False,True,11225,1.0,56829.0,64295.0,0.88,0.0,615700.0,42922.0
15605,F,40.798961,25,45-64,PL 1201500,M,-73.943488,ASSAULT 3 & RELATED OFFENSES,BLACK HISPANIC,M,POINT (999896.4329380254 230365.06804094597),10026,Assault,False,False,10026,0.6818181818181818,34003.0,102315.0,0.33,0.0,602400.0,43107.0
15606,M,40.5772,60,45-64,PL 2201601,K,-73.990289,DANGEROUS DRUGS,BLACK,F,POINT (986947.6339061066 149566.11478017629),11224,Drugs,False,True,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
15607,F,40.78782039,109,25-44,PL 1552500,Q,-73.83916388,PETIT LARCENY,WHITE,M,POINT (1028788.0004641726 226341.99929218972),11356,Larceny,False,False,11356,1.0,23438.0,14915.0,1.57,0.0,562900.0,58465.0
15608,M,40.836954,43,25-44,PL 1200001,B,-73.857459,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1023692.6752542229 244234.3309775037),10462,Assault,False,False,10462,1.0,75784.0,51207.0,1.48,0.0,271300.0,45864.0
15609,M,40.625863,63,25-44,PL 1200512,K,-73.934882,FELONY ASSAULT,BLACK,F,POINT (1002326.0501126816 167301.86468695058),11210,Assault,False,True,11210,1.0,62008.0,37785.0,1.64,0.0,485500.0,55429.0
15610,M,40.753455,14,25-44,PL 1553501,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15611,M,40.729059,107,18-24,PL 1601502,Q,-73.811018,ROBBERY,BLACK,F,POINT (1036628.2042510248 204948.91733159256),11367,Robbery,False,True,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
15612,F,40.68297089,78,25-44,VTL05110FE,K,-73.976665,NYS LAWS-UNCLASSIFIED FELONY,WHITE HISPANIC,F,POINT (990722.0007779904 188101.996459151),11217,Miscellaneous,False,True,11217,0.9090909090909091,35881.0,47796.0,0.75,0.0,857000.0,81862.0
15613,F,40.68681937,88,25-44,VTL0511001,K,-73.9781997,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (990296.0002646634 189503.99980176456),11240,Motor Vehicle,False,False,11240,,,,,,,
15614,M,40.749362,14,18-24,PL 160102A,M,-73.995523,ROBBERY,BLACK,F,POINT (985490.4671176773 212289.47438999693),10001,Robbery,False,True,10001,0.9090909090909091,21102.0,33959.0,0.62,0.0,650200.0,81671.0
15615,F,40.6799807384666,113,45-64,FOA9000049,Q,-73.7762339071953,FOR OTHER AUTHORITIES,WHITE HISPANIC,,POINT (1046314.6113858065 187091.00752817767),11434,,False,False,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
15616,F,40.870396,52,25-44,PL 1552500,B,-73.892302,PETIT LARCENY,BLACK,M,POINT (1014036.2563637829 256404.74965771014),10468,Larceny,False,False,10468,1.0,76103.0,70778.0,1.08,0.02,171200.0,33776.0
15617,M,40.82557786,44,45-64,PL 2650201,B,-73.91845597,DANGEROUS WEAPONS,WHITE HISPANIC,F,POINT (1006818.0023275365 240067.9972544678),10456,Weapons,False,True,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
15618,M,40.748688,115,45-64,PL 1553001,Q,-73.884123,GRAND LARCENY,WHITE,F,POINT (1016356.9958959941 212065.11900254997),11372,Larceny,False,True,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
15619,M,40.75940559,18,<18,PL 2053000,M,-73.98510289,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (988377.002232264 215948.99932118595),10018,Miscellaneous,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
15620,M,40.753455,14,25-44,PL 1553501,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15621,M,40.680077,113,18-24,PL 215510B,Q,-73.775929,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1046399.0917064565 187126.2944458713),11434,Miscellaneous,False,True,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
15622,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15623,M,40.671404,75,45-64,PL 1601001,K,-73.881509,ROBBERY,BLACK,F,POINT (1017119.3652486769 183909.21526397995),11207,Robbery,False,True,11207,2.0,93386.0,34965.0,2.67,0.0,403800.0,32945.0
15624,M,40.753455,14,25-44,PL 140200H,M,-73.994398,BURGLARY,WHITE HISPANIC,F,POINT (985802.0817152901 213780.70437613162),10098,Burglary,False,True,10098,,,,,,,
15625,M,40.76889099,18,45-64,PL 1651503,M,-73.98209349,OTHER OFFENSES RELATED TO THEF,BLACK,M,POINT (989210.0011467689 219404.99926561915),10019,,False,False,10019,0.9090909090909091,42870.0,63042.0,0.68,0.0,808600.0,84424.0
15626,M,40.688736,79,25-44,FOA9000049,K,-73.944984,FOR OTHER AUTHORITIES,BLACK,,POINT (999507.458445384 190206.3229697785),11216,,False,False,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
15627,M,40.720528,1,25-44,PL 1552500,M,-74.007582,PETIT LARCENY,BLACK HISPANIC,M,POINT (982148.3041098982 201784.40079175794),10013,Larceny,False,False,10013,1.0,27700.0,50154.0,0.55,0.0,1000001.0,83725.0
15628,M,40.784499,20,25-44,PL 1553001,M,-73.97548,GRAND LARCENY,WHITE,F,POINT (991040.3083602445 225091.96593291857),10023,Larceny,False,True,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
15629,F,40.765336,18,25-44,PL 1200502,M,-73.989454,FELONY ASSAULT,BLACK HISPANIC,F,POINT (987171.3377997419 218109.46754224575),10019,Assault,True,True,10019,0.9090909090909091,42870.0,63042.0,0.68,0.0,808600.0,84424.0
15630,M,40.887049,47,25-44,PL 1201401,B,-73.867793,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1020805.59879629 262481.3767223701),10470,Assault,False,False,10470,1.0,15293.0,10734.0,1.42,0.0,401200.0,58600.0
15631,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15632,M,40.643353,70,45-64,PL 2201601,K,-73.957765,DANGEROUS DRUGS,BLACK,F,POINT (995970.9059770891 173670.04946215582),11226,Drugs,False,True,11226,1.0,101572.0,78775.0,1.29,0.0,480500.0,40734.0
15633,M,40.751938,115,18-24,PL 2200300,Q,-73.873344,DANGEROUS DRUGS,WHITE HISPANIC,M,POINT (1019341.9082664207 213253.33209516952),11372,Drugs,False,False,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
15634,M,40.625863,63,25-44,PL 2403002,K,-73.934882,OFF. AGNST PUB ORD SENSBLTY &,BLACK,M,POINT (1002326.0501126816 167301.86468695058),11210,Miscellaneous,False,False,11210,1.0,62008.0,37785.0,1.64,0.0,485500.0,55429.0
15635,M,40.877836,47,45-64,PL 2155003,B,-73.854908,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (1024373.8934127913 259130.35501733792),10469,Miscellaneous,False,False,10469,1.0,66631.0,26903.0,2.48,0.0,427100.0,57776.0
15636,M,40.82590472,30,18-24,PL 2201603,M,-73.94711609,DANGEROUS DRUGS,BLACK HISPANIC,F,POINT (998886.0002228239 240180.9980314769),10031,Drugs,True,True,10031,0.8522727272727273,56438.0,86722.0,0.65,0.0,369800.0,37655.0
15637,M,40.844166,44,45-64,PL 1211200,B,-73.906712,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1010061.0322254843 246843.58506019748),10453,Assault,True,True,10453,0.9659090909090909,78309.0,85491.0,0.92,0.0,445200.0,25470.0
15638,M,40.753455,14,25-44,PL 1553001,M,-73.994398,GRAND LARCENY,BLACK,F,POINT (985802.0817152901 213780.70437613162),10098,Larceny,False,True,10098,,,,,,,
15639,F,40.808592,25,<18,PL 1200502,M,-73.938565,FELONY ASSAULT,BLACK,F,POINT (1001256.9989341659 233874.89699475165),10037,Assault,False,True,10037,0.625,17416.0,65973.0,0.26,0.0,260200.0,37341.0
